sample	contig	reads
SRR3965586	NODE_16152_length_1533_cov_1.122734	35
SRR3965586	NODE_16287_length_1526_cov_1.997197	64
SRR3965586	NODE_16827_length_1502_cov_1.885959	58
SRR3965586	NODE_16967_length_1496_cov_2.884753	82
SRR3965586	NODE_17596_length_1469_cov_1.702190	54
SRR3965586	NODE_17822_length_1460_cov_1.600294	39
SRR3965586	NODE_18278_length_1441_cov_1.713115	47
SRR3965586	NODE_18327_length_1439_cov_1.567164	50
SRR3965586	NODE_18366_length_1437_cov_4.216741	121
SRR3965586	NODE_18408_length_1436_cov_1.635004	40
SRR3965586	NODE_19169_length_1407_cov_1.049694	33
SRR3965586	NODE_19203_length_1405_cov_1.820061	53
SRR3965586	NODE_19250_length_1403_cov_1.956288	55
SRR3965586	NODE_19277_length_1402_cov_2.641596	73
SRR3965586	NODE_19455_length_1395_cov_1.912809	56
SRR3965586	NODE_19457_length_1395_cov_1.762346	48
SRR3965586	NODE_19570_length_1391_cov_1.345975	36
SRR3965586	NODE_19652_length_1387_cov_1.895186	48
SRR3965586	NODE_19713_length_1385_cov_1.479782	42
SRR3965586	NODE_19772_length_1383_cov_1.785826	48
SRR3965586	NODE_19803_length_1382_cov_1.687451	58
SRR3965586	NODE_19847_length_1381_cov_1.119345	29
SRR3965586	NODE_19865_length_1380_cov_1.434036	43
SRR3965586	NODE_19869_length_1380_cov_1.284934	33
SRR3965586	NODE_20289_length_1365_cov_1.667457	43
SRR3965586	NODE_20385_length_1362_cov_1.193191	32
SRR3965586	NODE_20452_length_1359_cov_2.345238	63
SRR3965586	NODE_20502_length_1358_cov_1.247816	32
SRR3965586	NODE_20745_length_1349_cov_1.814400	49
SRR3965586	NODE_20884_length_1344_cov_2.306827	59
SRR3965586	NODE_20888_length_1344_cov_1.782329	51
SRR3965586	NODE_20940_length_1342_cov_1.831858	49
SRR3965586	NODE_21145_length_1336_cov_2.194826	54
SRR3965586	NODE_21183_length_1335_cov_1.910194	54
SRR3965586	NODE_21247_length_1333_cov_2.074554	55
SRR3965586	NODE_21263_length_1333_cov_1.392220	38
SRR3965586	NODE_21322_length_1331_cov_1.519481	36
SRR3965586	NODE_21565_length_1324_cov_1.172245	32
SRR3965586	NODE_21585_length_1323_cov_1.877451	62
SRR3965586	NODE_21641_length_1321_cov_2.179214	55
SRR3965586	NODE_21818_length_1316_cov_1.239113	31
SRR3965586	NODE_21946_length_1312_cov_1.749382	45
SRR3965586	NODE_22133_length_1306_cov_2.516984	69
SRR3965586	NODE_22139_length_1306_cov_1.758078	50
SRR3965586	NODE_22147_length_1306_cov_1.564209	43
SRR3965586	NODE_22522_length_1295_cov_1.702341	45
SRR3965586	NODE_23164_length_1276_cov_3.432455	91
SRR3965586	NODE_23298_length_1273_cov_1.225724	32
SRR3965586	NODE_23435_length_1269_cov_2.683761	64
SRR3965586	NODE_23596_length_1265_cov_1.698971	44
SRR3965586	NODE_23678_length_1263_cov_3.137457	90
SRR3965586	NODE_23727_length_1262_cov_2.413586	63
SRR3965586	NODE_24009_length_1255_cov_1.684256	44
SRR3965586	NODE_24247_length_1249_cov_1.364348	33
SRR3965586	NODE_24336_length_1246_cov_2.372276	67
SRR3965586	NODE_25392_length_1218_cov_1.848972	43
SRR3965586	NODE_25426_length_1217_cov_2.509839	63
SRR3965586	NODE_25740_length_1209_cov_2.252252	52
SRR3965586	NODE_25824_length_1207_cov_1.290614	31
SRR3965586	NODE_26010_length_1202_cov_2.048957	50
SRR3965586	NODE_26352_length_1194_cov_1.894977	44
SRR3965586	NODE_26439_length_1192_cov_0.995425	23
SRR3965586	NODE_26459_length_1191_cov_1.416667	29
SRR3965586	NODE_26794_length_1182_cov_2.071099	50
SRR3965586	NODE_27201_length_1173_cov_1.024209	30
SRR3965586	NODE_27385_length_1168_cov_1.057063	27
SRR3965586	NODE_27502_length_1165_cov_2.048780	46
SRR3965586	NODE_27517_length_1165_cov_1.361163	28
SRR3965586	NODE_27649_length_1162_cov_1.329257	33
SRR3965586	NODE_27774_length_1159_cov_1.718868	35
SRR3965586	NODE_27779_length_1159_cov_1.570755	41
SRR3965586	NODE_28096_length_1152_cov_1.562203	40
SRR3965586	NODE_28145_length_1151_cov_1.700570	47
SRR3965586	NODE_28225_length_1149_cov_1.758095	42
SRR3965586	NODE_28262_length_1148_cov_3.241182	76
SRR3965586	NODE_28547_length_1142_cov_1.612656	33
SRR3965586	NODE_28582_length_1141_cov_2.382917	50
SRR3965586	NODE_28586_length_1141_cov_2.095969	51
SRR3965586	NODE_28823_length_1136_cov_1.821601	39
SRR3965586	NODE_28874_length_1135_cov_1.268340	28
SRR3965586	NODE_28995_length_1132_cov_1.810261	40
SRR3965586	NODE_29333_length_1126_cov_1.387537	33
SRR3965586	NODE_29462_length_1123_cov_1.738281	42
SRR3965586	NODE_29768_length_1118_cov_1.418057	32
SRR3965586	NODE_29946_length_1114_cov_1.498522	34
SRR3965586	NODE_30144_length_1110_cov_2.091988	47
SRR3965586	NODE_30292_length_1108_cov_0.842418	18
SRR3965586	NODE_30743_length_1099_cov_1.382000	32
SRR3965586	NODE_31784_length_1079_cov_1.604082	33
SRR3965586	NODE_31943_length_1076_cov_2.147390	44
SRR3965586	NODE_31947_length_1076_cov_1.815763	40
SRR3965586	NODE_31954_length_1076_cov_1.511771	36
SRR3965586	NODE_32000_length_1075_cov_1.990779	47
SRR3965586	NODE_32192_length_1072_cov_0.979445	23
SRR3965586	NODE_32325_length_1069_cov_1.589691	29
SRR3965586	NODE_32893_length_1059_cov_2.022917	43
SRR3965586	NODE_33004_length_1057_cov_1.693111	37
SRR3965586	NODE_33109_length_1055_cov_2.979079	56
SRR3965586	NODE_33361_length_1051_cov_2.023109	41
SRR3965586	NODE_33409_length_1051_cov_0.819328	19
SRR3965586	NODE_33415_length_1051_cov_0.660714	14
SRR3965586	NODE_33745_length_1045_cov_1.348837	29
SRR3965586	NODE_33920_length_1042_cov_1.369035	28
SRR3965586	NODE_33962_length_1041_cov_2.378981	55
SRR3965586	NODE_34050_length_1040_cov_1.108395	23
SRR3965586	NODE_34210_length_1037_cov_1.985075	38
SRR3965586	NODE_35006_length_1024_cov_1.662703	29
SRR3965586	NODE_35273_length_1020_cov_1.874050	36
SRR3965586	NODE_35397_length_1018_cov_1.924918	38
SRR3967700	NODE_6_length_16014_cov_3.280364	1116
SRR3967700	NODE_45_length_9364_cov_2.665407	521
SRR3967700	NODE_67_length_8069_cov_3.077415	513
SRR3967700	NODE_75_length_7946_cov_5.807697	954
SRR3967700	NODE_100_length_7283_cov_3.195434	505
SRR3967700	NODE_448_length_4527_cov_1.984417	182
SRR3967700	NODE_620_length_4084_cov_4.374153	356
SRR3967700	NODE_700_length_3912_cov_3.269342	263
SRR3967700	NODE_784_length_3761_cov_3.595849	278
SRR3967700	NODE_1149_length_3306_cov_1.626754	112
SRR3967700	NODE_2043_length_2683_cov_2.167183	117
SRR3967700	NODE_2719_length_2401_cov_3.747176	185
SRR3967700	NODE_4517_length_1929_cov_2.066120	80
SRR3967700	NODE_7115_length_1583_cov_2.747978	92
SRR3967700	NODE_7199_length_1575_cov_1.784553	63
SRR3967700	NODE_8034_length_1503_cov_1.061254	33
SRR3967700	NODE_11016_length_1303_cov_1.801495	43
SRR3967700	NODE_11271_length_1290_cov_1.183879	27
SRR3967700	NODE_11665_length_1270_cov_1.589240	44
SRR3967700	NODE_11780_length_1265_cov_1.018868	23
SRR3967700	NODE_17969_length_1043_cov_1.186441	25
ERR599164	NODE_2_length_99024_cov_0.203690	24328
ERR599164	NODE_3_length_89835_cov_0.230922	22993
ERR599164	NODE_12_length_48195_cov_0.225715	7044
ERR599164	NODE_20_length_40155_cov_0.206611	9514
ERR599164	NODE_283_length_12985_cov_0.086916	1278
ERR599164	NODE_312_length_12495_cov_0.241207	3150
ERR599164	NODE_355_length_11960_cov_0.227300	2286
ERR599164	NODE_423_length_10993_cov_0.411144	4951
ERR599164	NODE_481_length_10441_cov_0.134403	1560
ERR599164	NODE_492_length_10347_cov_0.173302	1645
ERR599164	NODE_504_length_10243_cov_0.096905	1025
ERR599164	NODE_797_length_8676_cov_0.071470	688
ERR599164	NODE_810_length_8649_cov_0.146550	809
ERR599164	NODE_960_length_8076_cov_0.178639	1496
ERR599164	NODE_1141_length_7572_cov_0.091530	642
ERR599164	NODE_1292_length_7183_cov_0.109825	771
ERR599164	NODE_1365_length_7043_cov_0.258641	1153
ERR599164	NODE_1463_length_6841_cov_0.149956	639
ERR599164	NODE_1555_length_6673_cov_0.122604	882
ERR599164	NODE_1572_length_6654_cov_0.085431	557
ERR599164	NODE_1709_length_6423_cov_0.159235	1055
ERR599164	NODE_1749_length_6347_cov_0.076184	497
ERR599164	NODE_1849_length_6205_cov_0.172945	672
ERR599164	NODE_1851_length_6201_cov_0.234513	931
ERR599164	NODE_2033_length_5993_cov_0.089243	580
ERR599164	NODE_2138_length_5877_cov_0.140014	771
ERR599164	NODE_2462_length_5537_cov_0.104082	485
ERR599164	NODE_2781_length_5255_cov_0.075252	417
ERR599164	NODE_2939_length_5140_cov_0.102559	356
ERR599164	NODE_3309_length_4890_cov_0.067836	339
ERR599164	NODE_3402_length_4835_cov_0.066090	430
ERR599164	NODE_3421_length_4824_cov_0.149841	659
ERR599164	NODE_3672_length_4686_cov_0.090691	416
ERR599164	NODE_3788_length_4630_cov_0.084750	333
ERR599164	NODE_4147_length_4461_cov_0.086428	350
ERR599164	NODE_4398_length_4349_cov_0.079059	264
ERR599164	NODE_4458_length_4328_cov_0.149444	662
ERR599164	NODE_4500_length_4308_cov_0.079591	335
ERR599164	NODE_4669_length_4242_cov_0.080135	330
ERR599164	NODE_4975_length_4138_cov_0.090121	357
ERR599164	NODE_4998_length_4125_cov_0.080477	297
ERR599164	NODE_5149_length_4072_cov_0.139693	379
ERR599164	NODE_5206_length_4057_cov_0.096008	316
ERR599164	NODE_5671_length_3902_cov_0.231396	870
ERR599164	NODE_6235_length_3747_cov_0.093750	224
ERR599164	NODE_7182_length_3514_cov_0.096340	297
ERR599164	NODE_7622_length_3434_cov_0.142429	324
ERR599164	NODE_7678_length_3420_cov_0.094550	279
ERR599164	NODE_8008_length_3358_cov_0.084689	263
ERR599164	NODE_8563_length_3268_cov_0.082045	257
ERR599164	NODE_8765_length_3235_cov_0.094388	270
ERR599164	NODE_9197_length_3166_cov_0.126834	341
ERR599164	NODE_9544_length_3115_cov_0.087202	184
ERR599164	NODE_9641_length_3101_cov_0.067955	221
ERR599164	NODE_9793_length_3077_cov_0.065480	207
ERR599164	NODE_9861_length_3067_cov_0.145216	487
ERR599164	NODE_10129_length_3032_cov_0.100239	237
ERR599164	NODE_10446_length_2990_cov_0.077828	226
ERR599164	NODE_10579_length_2973_cov_0.086987	212
ERR599164	NODE_10870_length_2936_cov_0.340501	1036
ERR599164	NODE_11236_length_2892_cov_0.056570	141
ERR599164	NODE_12428_length_2760_cov_0.090943	224
ERR599164	NODE_12779_length_2724_cov_0.080381	212
ERR599164	NODE_12892_length_2713_cov_0.081102	155
ERR599164	NODE_12893_length_2713_cov_0.075363	201
ERR599164	NODE_13042_length_2698_cov_0.078107	199
ERR599164	NODE_13276_length_2677_cov_0.081846	196
ERR599164	NODE_13318_length_2673_cov_0.088967	215
ERR599164	NODE_13387_length_2665_cov_0.099766	222
ERR599164	NODE_13599_length_2646_cov_0.093443	212
ERR599164	NODE_14180_length_2594_cov_0.099800	212
ERR599164	NODE_14462_length_2569_cov_0.094737	223
ERR599164	NODE_14691_length_2551_cov_0.074633	171
ERR599164	NODE_14927_length_2534_cov_0.345791	566
ERR599164	NODE_14996_length_2529_cov_0.086420	178
ERR599164	NODE_16218_length_2434_cov_0.098929	184
ERR599164	NODE_16530_length_2413_cov_0.086863	172
ERR599164	NODE_16568_length_2410_cov_0.075292	116
ERR599164	NODE_16817_length_2391_cov_0.066754	147
ERR599164	NODE_16870_length_2387_cov_0.059878	173
ERR599164	NODE_17002_length_2377_cov_0.079895	180
ERR599164	NODE_18360_length_2293_cov_0.072015	170
ERR599164	NODE_19495_length_2225_cov_0.081373	181
ERR599164	NODE_19543_length_2223_cov_0.064501	91
ERR599164	NODE_21389_length_2124_cov_0.077037	156
ERR599164	NODE_21431_length_2122_cov_0.084528	133
ERR599164	NODE_21460_length_2121_cov_0.063304	145
ERR599164	NODE_21848_length_2104_cov_0.090274	154
ERR599164	NODE_22168_length_2090_cov_0.102963	189
ERR599164	NODE_22296_length_2084_cov_0.087657	163
ERR599164	NODE_22820_length_2061_cov_0.070336	138
ERR599164	NODE_22858_length_2059_cov_0.063265	155
ERR599164	NODE_23549_length_2029_cov_0.102073	172
ERR599164	NODE_23766_length_2021_cov_0.080645	160
ERR599164	NODE_23825_length_2019_cov_0.050000	77
ERR599164	NODE_24308_length_1999_cov_0.196842	329
ERR599164	NODE_25493_length_1953_cov_0.104639	152
ERR599164	NODE_26841_length_1903_cov_0.238914	337
ERR599164	NODE_27114_length_1894_cov_0.079666	101
ERR599164	NODE_28216_length_1857_cov_0.090444	155
ERR599164	NODE_29467_length_1817_cov_0.115250	179
ERR599164	NODE_29610_length_1814_cov_0.061808	104
ERR599164	NODE_29910_length_1805_cov_0.089683	149
ERR599164	NODE_30424_length_1789_cov_0.073373	151
ERR599164	NODE_31319_length_1763_cov_0.081731	167
ERR599164	NODE_31432_length_1760_cov_0.078868	133
ERR599164	NODE_31528_length_1757_cov_0.082630	100
ERR599164	NODE_31823_length_1749_cov_0.083030	139
ERR599164	NODE_32571_length_1729_cov_0.072393	121
ERR599164	NODE_33101_length_1715_cov_0.084158	131
ERR599164	NODE_33431_length_1706_cov_0.086497	107
ERR599164	NODE_33946_length_1694_cov_0.057680	94
ERR599164	NODE_34211_length_1687_cov_0.068010	79
ERR599164	NODE_34248_length_1686_cov_0.061752	130
ERR599164	NODE_37001_length_1622_cov_0.102429	142
ERR599164	NODE_37687_length_1607_cov_0.068966	110
ERR599164	NODE_38135_length_1597_cov_0.064085	72
ERR599164	NODE_38508_length_1589_cov_0.079866	113
ERR599164	NODE_38936_length_1580_cov_0.039838	60
ERR599164	NODE_39741_length_1562_cov_0.062884	77
ERR599164	NODE_39813_length_1560_cov_0.210815	233
ERR599164	NODE_40079_length_1555_cov_0.071429	100
ERR599164	NODE_40926_length_1538_cov_0.059764	93
ERR599164	NODE_41411_length_1529_cov_0.060839	71
ERR599164	NODE_42497_length_1508_cov_0.045422	93
ERR599164	NODE_42580_length_1506_cov_0.079602	76
ERR599164	NODE_42583_length_1506_cov_0.070362	88
ERR599164	NODE_42589_length_1506_cov_0.060412	59
ERR599164	NODE_43280_length_1493_cov_0.116930	144
ERR599164	NODE_43644_length_1486_cov_0.108147	122
ERR599164	NODE_46040_length_1448_cov_0.101557	129
ERR599164	NODE_46875_length_1435_cov_0.099551	106
ERR599164	NODE_47451_length_1426_cov_0.097965	95
ERR599164	NODE_48488_length_1410_cov_0.118230	188
ERR599164	NODE_49083_length_1401_cov_0.085253	103
ERR599164	NODE_49357_length_1397_cov_0.095532	117
ERR599164	NODE_49753_length_1391_cov_0.082043	113
ERR599164	NODE_50347_length_1383_cov_0.105919	84
ERR599164	NODE_50972_length_1373_cov_0.257457	279
ERR599164	NODE_52458_length_1353_cov_0.082137	97
ERR599164	NODE_54864_length_1322_cov_0.089943	67
ERR599164	NODE_55494_length_1314_cov_0.113580	119
ERR599164	NODE_55890_length_1309_cov_0.100000	93
ERR599164	NODE_56431_length_1302_cov_0.607648	679
ERR599164	NODE_56714_length_1299_cov_0.083333	60
ERR599164	NODE_57773_length_1286_cov_0.089301	85
ERR599164	NODE_57775_length_1286_cov_0.083404	77
ERR599164	NODE_58006_length_1283_cov_0.084459	88
ERR599164	NODE_58365_length_1279_cov_0.073729	76
ERR599164	NODE_58386_length_1279_cov_0.050847	53
ERR599164	NODE_59930_length_1261_cov_0.056799	50
ERR599164	NODE_61814_length_1240_cov_0.083260	94
ERR599164	NODE_62986_length_1228_cov_0.037201	45
ERR599164	NODE_63836_length_1219_cov_0.071429	87
ERR599164	NODE_65774_length_1200_cov_0.078111	77
ERR599164	NODE_67506_length_1183_cov_0.065498	53
ERR599164	NODE_67920_length_1179_cov_0.068519	49
ERR599164	NODE_71047_length_1151_cov_0.089354	81
ERR599164	NODE_71149_length_1150_cov_0.207422	209
ERR599164	NODE_71510_length_1147_cov_0.067748	63
ERR599164	NODE_72198_length_1141_cov_0.083493	75
ERR599164	NODE_73359_length_1131_cov_0.082364	96
ERR599164	NODE_73493_length_1130_cov_0.060136	41
ERR599164	NODE_74073_length_1125_cov_0.084795	86
ERR599164	NODE_77342_length_1099_cov_0.071000	69
ERR599164	NODE_79038_length_1086_cov_0.116515	76
ERR599164	NODE_79323_length_1084_cov_0.105584	72
ERR599164	NODE_82474_length_1062_cov_0.063344	65
ERR599164	NODE_83022_length_1058_cov_0.092805	52
ERR599164	NODE_83768_length_1053_cov_0.101677	71
ERR599164	NODE_84858_length_1046_cov_0.051742	62
ERR599164	NODE_87635_length_1028_cov_0.065662	76
ERR599164	NODE_90356_length_1011_cov_0.069079	72
SRR3965874	NODE_204_length_7242_cov_2.105418	320
SRR3965874	NODE_218_length_6986_cov_1.946566	295
SRR3965874	NODE_660_length_4379_cov_1.878037	165
SRR3965874	NODE_666_length_4360_cov_1.643511	144
SRR3965874	NODE_690_length_4303_cov_2.276879	199
SRR3965874	NODE_1085_length_3617_cov_1.670267	125
SRR3965874	NODE_1804_length_2960_cov_1.293953	78
SRR3965874	NODE_1883_length_2905_cov_1.281183	76
SRR3965874	NODE_1909_length_2889_cov_2.319713	135
SRR3965874	NODE_1972_length_2856_cov_1.230686	79
SRR3965874	NODE_2475_length_2630_cov_1.747136	89
SRR3965874	NODE_2496_length_2619_cov_1.712302	94
SRR3965874	NODE_2800_length_2509_cov_1.242324	69
SRR3965874	NODE_3573_length_2281_cov_1.363886	65
SRR3965874	NODE_3870_length_2210_cov_2.757935	110
SRR3965874	NODE_4299_length_2121_cov_1.168645	56
SRR3965874	NODE_4376_length_2102_cov_2.054418	88
SRR3965874	NODE_4604_length_2054_cov_1.130946	46
SRR3965874	NODE_4831_length_2012_cov_1.457397	54
SRR3965874	NODE_5162_length_1957_cov_1.328310	47
SRR3965874	NODE_5449_length_1910_cov_0.860298	31
SRR3965874	NODE_5484_length_1905_cov_1.289037	51
SRR3965874	NODE_5919_length_1848_cov_0.930246	39
SRR3965874	NODE_6034_length_1833_cov_1.381776	50
SRR3965874	NODE_6053_length_1830_cov_1.282496	53
SRR3965874	NODE_6383_length_1788_cov_1.184725	45
SRR3965874	NODE_6868_length_1732_cov_1.025107	37
SRR3965874	NODE_7126_length_1704_cov_1.249844	44
SRR3965874	NODE_7154_length_1700_cov_1.134291	42
SRR3965874	NODE_7407_length_1676_cov_1.212429	40
SRR3965874	NODE_7461_length_1670_cov_1.318905	46
SRR3965874	NODE_7473_length_1669_cov_1.178981	38
SRR3965874	NODE_7502_length_1667_cov_0.989158	32
SRR3965874	NODE_7609_length_1655_cov_1.382391	45
SRR3965874	NODE_7610_length_1655_cov_1.328406	45
SRR3965874	NODE_7741_length_1643_cov_1.185881	39
SRR3965874	NODE_7850_length_1634_cov_1.548534	49
SRR3965874	NODE_8336_length_1594_cov_1.167893	39
SRR3965874	NODE_8706_length_1562_cov_1.775803	51
SRR3965874	NODE_8718_length_1561_cov_1.450752	48
SRR3965874	NODE_8721_length_1561_cov_1.307798	37
SRR3965874	NODE_9125_length_1530_cov_1.408805	45
SRR3965874	NODE_9329_length_1515_cov_1.119350	35
SRR3965874	NODE_9355_length_1513_cov_1.292079	35
SRR3965874	NODE_9461_length_1506_cov_0.861407	24
SRR3965874	NODE_9547_length_1500_cov_0.968594	28
SRR3965874	NODE_9749_length_1485_cov_1.316739	41
SRR3965874	NODE_9762_length_1484_cov_1.023827	31
SRR3965874	NODE_9915_length_1474_cov_1.289455	37
SRR3965874	NODE_10396_length_1444_cov_1.137546	38
SRR3965874	NODE_10584_length_1433_cov_1.229385	29
SRR3965874	NODE_10781_length_1421_cov_1.306354	38
SRR3965874	NODE_11069_length_1404_cov_1.306513	30
SRR3965874	NODE_11214_length_1396_cov_0.992290	26
SRR3965874	NODE_11307_length_1391_cov_1.385449	41
SRR3965874	NODE_11316_length_1391_cov_1.028638	26
SRR3965874	NODE_11345_length_1389_cov_2.232558	65
SRR3965874	NODE_11636_length_1372_cov_1.006284	29
SRR3965874	NODE_12360_length_1335_cov_1.050162	31
SRR3965874	NODE_12363_length_1335_cov_1.004045	30
SRR3965874	NODE_12683_length_1320_cov_0.987715	26
SRR3965874	NODE_12874_length_1310_cov_1.503716	40
SRR3965874	NODE_13064_length_1302_cov_1.309227	36
SRR3965874	NODE_13371_length_1289_cov_1.241176	31
SRR3965874	NODE_14379_length_1245_cov_2.089878	58
SRR3965874	NODE_14587_length_1237_cov_1.586995	39
SRR3965874	NODE_14674_length_1234_cov_1.132159	27
SRR3965874	NODE_15017_length_1220_cov_1.681534	42
SRR3965874	NODE_15057_length_1219_cov_1.085714	28
SRR3965874	NODE_15242_length_1213_cov_1.167864	26
SRR3965874	NODE_15793_length_1194_cov_1.357078	25
SRR3965874	NODE_15894_length_1191_cov_0.930403	21
SRR3965874	NODE_16278_length_1178_cov_0.666358	18
SRR3965874	NODE_16350_length_1175_cov_1.239777	30
SRR3965874	NODE_16469_length_1171_cov_1.484142	34
SRR3965874	NODE_17006_length_1155_cov_1.125000	25
SRR3965874	NODE_18666_length_1106_cov_1.524330	35
SRR3965874	NODE_18748_length_1104_cov_1.557214	34
SRR3965874	NODE_18884_length_1100_cov_1.738262	36
SRR3965874	NODE_19019_length_1097_cov_1.189379	26
SRR3965874	NODE_19354_length_1089_cov_0.611111	11
SRR3965874	NODE_19779_length_1077_cov_0.942740	17
SRR3965874	NODE_19951_length_1072_cov_1.112025	22
SRR3965874	NODE_21326_length_1038_cov_0.959531	19
SRR3965874	NODE_21546_length_1033_cov_1.028908	22
SRR3965874	NODE_21911_length_1025_cov_1.301296	26
SRR3965874	NODE_22365_length_1015_cov_1.075328	16
SRR3965874	NODE_22419_length_1014_cov_1.036066	22
SRR3965874	NODE_22452_length_1013_cov_1.378556	25
SRR3965874	NODE_22674_length_1008_cov_1.721672	34
SRR3965874	NODE_22815_length_1006_cov_0.846748	16
ERR599005	NODE_19_length_114705_cov_1.690557	133228
ERR599005	NODE_54_length_78172_cov_0.343755	17563
ERR599005	NODE_335_length_23368_cov_0.484249	7653
ERR599005	NODE_614_length_14181_cov_0.129598	1406
ERR599005	NODE_734_length_12312_cov_0.184803	2397
ERR599005	NODE_747_length_12127_cov_0.184985	1749
ERR599005	NODE_813_length_11337_cov_0.174497	1313
ERR599005	NODE_1081_length_9369_cov_0.236030	1471
ERR599005	NODE_1174_length_8920_cov_0.216189	1353
ERR599005	NODE_1191_length_8847_cov_0.180613	1007
ERR599005	NODE_1401_length_8055_cov_0.372675	1853
ERR599005	NODE_1435_length_7923_cov_0.281697	1516
ERR599005	NODE_1509_length_7716_cov_0.183668	1032
ERR599005	NODE_1710_length_7222_cov_0.148112	827
ERR599005	NODE_1965_length_6717_cov_0.208824	878
ERR599005	NODE_3815_length_4914_cov_0.221391	750
ERR599005	NODE_5102_length_4342_cov_0.200330	623
ERR599005	NODE_5887_length_4085_cov_0.319619	762
ERR599005	NODE_6445_length_3928_cov_0.194307	496
ERR599005	NODE_6648_length_3876_cov_0.096638	241
ERR599005	NODE_8185_length_3553_cov_0.173133	407
ERR599005	NODE_8253_length_3542_cov_0.179495	391
ERR599005	NODE_9291_length_3357_cov_0.226212	518
ERR599005	NODE_9388_length_3343_cov_0.082306	197
ERR599005	NODE_10520_length_3176_cov_0.418265	877
ERR599005	NODE_10702_length_3153_cov_0.175180	377
ERR599005	NODE_11326_length_3073_cov_0.151311	284
ERR599005	NODE_12333_length_2962_cov_0.215508	379
ERR599005	NODE_12878_length_2905_cov_0.064861	166
ERR599005	NODE_14392_length_2756_cov_0.184419	342
ERR599005	NODE_16206_length_2606_cov_0.222976	396
ERR599005	NODE_20760_length_2328_cov_0.231943	358
ERR599005	NODE_22411_length_2251_cov_0.088755	119
ERR599005	NODE_23940_length_2181_cov_0.163785	247
ERR599005	NODE_28594_length_2006_cov_0.049292	116
ERR599005	NODE_29873_length_1963_cov_0.099249	136
ERR599005	NODE_31232_length_1921_cov_0.109221	137
ERR599005	NODE_40424_length_1699_cov_0.033125	51
ERR599005	NODE_40477_length_1697_cov_0.106383	99
ERR599005	NODE_44914_length_1613_cov_0.041612	90
ERR599005	NODE_46178_length_1591_cov_0.160858	169
ERR599005	NODE_46433_length_1587_cov_0.207661	220
ERR599005	NODE_47669_length_1567_cov_0.165531	158
ERR599005	NODE_49152_length_1545_cov_0.116183	95
ERR599005	NODE_51457_length_1511_cov_0.072946	62
ERR599005	NODE_55064_length_1462_cov_0.079237	76
ERR599005	NODE_56881_length_1439_cov_0.067910	79
ERR599005	NODE_63809_length_1359_cov_0.177778	157
ERR599005	NODE_68043_length_1317_cov_0.073071	74
ERR599005	NODE_71763_length_1283_cov_0.114020	86
ERR599005	NODE_73580_length_1268_cov_0.078700	52
ERR599005	NODE_74692_length_1258_cov_0.205349	156
ERR599005	NODE_75413_length_1252_cov_0.090199	66
ERR599005	NODE_76110_length_1246_cov_0.108108	81
ERR599005	NODE_79601_length_1219_cov_0.020536	34
ERR599005	NODE_80707_length_1210_cov_0.086409	77
ERR599005	NODE_81189_length_1207_cov_0.016245	26
ERR599005	NODE_85750_length_1173_cov_0.096834	113
ERR599005	NODE_86163_length_1170_cov_0.091503	63
ERR599005	NODE_89310_length_1149_cov_0.085714	53
ERR599005	NODE_92146_length_1132_cov_0.047435	42
ERR599005	NODE_92753_length_1128_cov_0.041788	36
ERR599005	NODE_93932_length_1120_cov_0.106758	67
ERR599005	NODE_94921_length_1114_cov_0.295567	206
ERR599005	NODE_96251_length_1106_cov_0.110228	81
ERR599005	NODE_98055_length_1096_cov_0.070211	42
ERR599005	NODE_98323_length_1094_cov_0.190955	144
ERR599005	NODE_100148_length_1084_cov_0.109645	65
ERR599005	NODE_109379_length_1037_cov_0.097015	85
SRR3962773	NODE_13_length_28801_cov_3.656470	2001
SRR3962773	NODE_20_length_24730_cov_4.105802	1768
SRR3962773	NODE_65_length_19226_cov_2.845768	948
SRR3962773	NODE_93_length_17994_cov_3.175300	985
SRR3962773	NODE_101_length_17364_cov_2.773762	849
SRR3962773	NODE_142_length_15493_cov_3.700013	1106
SRR3962773	NODE_185_length_14424_cov_4.037696	1100
SRR3962773	NODE_213_length_13828_cov_3.198703	754
SRR3962773	NODE_231_length_13408_cov_3.372304	896
SRR3962773	NODE_256_length_12858_cov_2.873736	661
SRR3962773	NODE_279_length_12464_cov_3.432835	753
SRR3962773	NODE_339_length_11528_cov_2.805582	566
SRR3962773	NODE_354_length_11340_cov_2.387510	439
SRR3962773	NODE_420_length_10646_cov_2.520527	455
SRR3962773	NODE_464_length_10300_cov_3.419861	627
SRR3962773	NODE_476_length_10210_cov_3.166947	537
SRR3962773	NODE_485_length_10160_cov_2.996720	570
SRR3962773	NODE_578_length_9594_cov_3.136704	573
SRR3962773	NODE_819_length_8259_cov_3.456863	482
SRR3962773	NODE_852_length_8155_cov_2.928625	414
SRR3962773	NODE_873_length_8066_cov_2.808585	401
SRR3962773	NODE_946_length_7849_cov_2.600903	341
SRR3962773	NODE_1198_length_7051_cov_2.547325	302
SRR3962773	NODE_1297_length_6808_cov_2.586675	306
SRR3962773	NODE_1357_length_6634_cov_2.792196	306
SRR3962773	NODE_1485_length_6387_cov_3.806934	417
SRR3962773	NODE_1549_length_6256_cov_3.234205	317
SRR3962773	NODE_1563_length_6240_cov_3.305325	336
