sample	contig	reads
ERR599072	NODE_132861_length_1345_cov_0.051364	51
ERR599072	NODE_132962_length_1344_cov_0.096386	95
ERR599072	NODE_133371_length_1342_cov_0.069187	63
ERR599072	NODE_134279_length_1337_cov_0.067851	76
ERR599072	NODE_134671_length_1335_cov_0.053398	62
ERR599072	NODE_135612_length_1330_cov_0.068237	68
ERR599072	NODE_136453_length_1325_cov_0.087276	71
ERR599072	NODE_136916_length_1323_cov_0.052288	44
ERR599072	NODE_138383_length_1315_cov_0.065789	75
ERR599072	NODE_138648_length_1313_cov_0.186985	181
ERR599072	NODE_141618_length_1298_cov_0.080067	69
ERR599072	NODE_142632_length_1293_cov_0.066164	66
ERR599072	NODE_143168_length_1290_cov_0.094039	82
ERR599072	NODE_143641_length_1288_cov_0.060555	58
ERR599072	NODE_143817_length_1287_cov_0.072391	66
ERR599072	NODE_144754_length_1282_cov_0.104818	92
ERR599072	NODE_145805_length_1277_cov_0.067063	53
ERR599072	NODE_146046_length_1276_cov_0.056075	58
ERR599072	NODE_146219_length_1275_cov_0.072279	79
ERR599072	NODE_147628_length_1268_cov_0.094098	105
ERR599072	NODE_149485_length_1259_cov_0.203448	169
ERR599072	NODE_149830_length_1258_cov_0.054357	50
ERR599072	NODE_150188_length_1256_cov_0.080380	75
ERR599072	NODE_150867_length_1253_cov_0.077123	73
ERR599072	NODE_153783_length_1240_cov_0.058720	77
ERR599072	NODE_158296_length_1220_cov_0.095450	79
ERR599072	NODE_160357_length_1211_cov_0.136691	87
ERR599072	NODE_161513_length_1206_cov_0.149051	124
ERR599072	NODE_163052_length_1200_cov_0.099909	69
ERR599072	NODE_164289_length_1195_cov_0.096715	93
ERR599072	NODE_165259_length_1191_cov_0.087912	73
ERR599072	NODE_167085_length_1184_cov_0.062673	90
ERR599072	NODE_167351_length_1183_cov_0.058118	56
ERR599072	NODE_167563_length_1182_cov_0.075716	53
ERR599072	NODE_167897_length_1181_cov_0.048983	47
ERR599072	NODE_172912_length_1161_cov_0.094162	57
ERR599072	NODE_174376_length_1156_cov_0.049196	65
ERR599072	NODE_174782_length_1154_cov_0.096682	61
ERR599072	NODE_180099_length_1135_cov_0.081081	62
ERR599072	NODE_180131_length_1135_cov_0.070463	61
ERR599072	NODE_183607_length_1123_cov_0.056641	44
ERR599072	NODE_190808_length_1099_cov_0.083000	61
ERR599072	NODE_191455_length_1097_cov_0.082164	78
ERR599072	NODE_193080_length_1092_cov_0.075529	55
ERR599072	NODE_193462_length_1091_cov_0.061492	43
ERR599072	NODE_194690_length_1087_cov_0.079960	63
ERR599072	NODE_195457_length_1085_cov_0.053753	62
ERR599072	NODE_196119_length_1083_cov_0.050813	78
ERR599072	NODE_197934_length_1077_cov_0.115542	103
ERR599072	NODE_200108_length_1071_cov_0.059671	50
ERR599072	NODE_202075_length_1065_cov_0.091097	61
ERR599072	NODE_202855_length_1063_cov_0.064315	39
ERR599072	NODE_203171_length_1062_cov_0.065421	50
ERR599072	NODE_203386_length_1061_cov_0.165281	163
ERR599072	NODE_204622_length_1058_cov_0.056309	57
ERR599072	NODE_204721_length_1058_cov_0.036496	26
ERR599072	NODE_205397_length_1055_cov_1.398536	1612
ERR599072	NODE_206259_length_1053_cov_0.074423	53
ERR599072	NODE_207365_length_1050_cov_0.063091	56
ERR599072	NODE_210568_length_1041_cov_0.088110	60
ERR599072	NODE_210933_length_1040_cov_0.096706	73
ERR599072	NODE_210961_length_1040_cov_0.088204	63
ERR599072	NODE_212374_length_1036_cov_0.113127	69
ERR599072	NODE_212390_length_1036_cov_0.094984	65
ERR599072	NODE_213741_length_1033_cov_0.043897	40
ERR599072	NODE_214959_length_1029_cov_2.558065	2287
ERR599072	NODE_215048_length_1029_cov_0.106452	84
ERR599072	NODE_220259_length_1016_cov_0.044711	28
ERR599072	NODE_222467_length_1010_cov_0.111965	62
ERR599072	NODE_222509_length_1010_cov_0.085620	66
ERR599072	NODE_222693_length_1010_cov_0.048299	43
ERR599072	NODE_224589_length_1005_cov_0.060706	64
ERR599044	NODE_25_length_143113_cov_0.429014	40725
ERR599044	NODE_26_length_139756_cov_0.416893	36112
ERR599044	NODE_106_length_85370_cov_0.346343	19560
ERR599044	NODE_122_length_79049_cov_0.519949	25968
ERR599044	NODE_130_length_75234_cov_0.555493	30445
ERR599044	NODE_199_length_59413_cov_2.738679	107019
ERR599044	NODE_224_length_56015_cov_0.199710	8951
ERR599044	NODE_249_length_51472_cov_0.240107	10230
ERR599044	NODE_252_length_50808_cov_0.803782	26627
ERR599044	NODE_273_length_47342_cov_0.207396	7557
ERR599044	NODE_292_length_46190_cov_2.514200	85506
ERR599044	NODE_388_length_37520_cov_0.229256	7061
ERR599044	NODE_438_length_33700_cov_0.203803	5527
ERR599044	NODE_481_length_30972_cov_0.224241	5732
ERR599044	NODE_482_length_30919_cov_0.187573	5061
ERR599044	NODE_493_length_30192_cov_0.194231	4933
ERR599044	NODE_501_length_29866_cov_0.282057	6691
ERR599044	NODE_510_length_29391_cov_0.158644	3757
ERR599044	NODE_522_length_29028_cov_0.933596	19830
ERR599044	NODE_534_length_28451_cov_0.623236	13598
ERR599044	NODE_582_length_26631_cov_0.252299	4952
ERR599044	NODE_628_length_25332_cov_0.403321	7708
ERR599044	NODE_667_length_24456_cov_0.310711	5347
ERR599044	NODE_777_length_21928_cov_0.138256	2664
ERR599044	NODE_858_length_20723_cov_0.225756	3874
ERR599044	NODE_866_length_20555_cov_0.176183	2402
ERR599044	NODE_896_length_20057_cov_0.242860	3040
ERR599044	NODE_943_length_19304_cov_0.257589	4094
ERR599044	NODE_980_length_18678_cov_0.236342	3743
ERR599044	NODE_1019_length_18142_cov_0.205952	2953
ERR599044	NODE_1126_length_16929_cov_1.282828	19229
ERR599044	NODE_1164_length_16596_cov_0.191126	2575
ERR599044	NODE_1218_length_16096_cov_0.215665	2183
ERR599044	NODE_1251_length_15899_cov_0.252975	3287
ERR599044	NODE_1339_length_15300_cov_0.127952	1640
ERR599044	NODE_1348_length_15234_cov_1.281136	13320
ERR599044	NODE_1478_length_14271_cov_0.276108	3126
ERR599044	NODE_1481_length_14259_cov_0.250212	2911
ERR599044	NODE_1499_length_14156_cov_1.617628	17987
ERR599044	NODE_1514_length_14052_cov_0.201677	1796
ERR599044	NODE_1578_length_13568_cov_0.136833	1495
ERR599044	NODE_1779_length_12626_cov_0.358585	2891
ERR599044	NODE_1839_length_12349_cov_9.376571	82959
ERR599044	NODE_1859_length_12289_cov_0.235767	2040
ERR599044	NODE_1872_length_12226_cov_0.405129	3956
ERR599044	NODE_1897_length_12149_cov_0.195187	1901
ERR599044	NODE_2050_length_11550_cov_0.246267	2298
ERR599044	NODE_2212_length_10968_cov_0.680927	5360
ERR599044	NODE_2333_length_10660_cov_0.199129	1634
ERR599044	NODE_2367_length_10547_cov_0.537519	4606
ERR599044	NODE_2382_length_10525_cov_0.159026	1019
ERR599044	NODE_2546_length_10097_cov_0.279756	2234
ERR599044	NODE_2655_length_9834_cov_0.903338	5811
ERR599044	NODE_2694_length_9760_cov_0.317462	2463
ERR599044	NODE_2727_length_9699_cov_0.695104	4484
ERR599044	NODE_2823_length_9517_cov_0.700786	5482
ERR599044	NODE_2996_length_9181_cov_0.641379	3910
ERR599044	NODE_3038_length_9092_cov_0.195374	1442
ERR599044	NODE_3136_length_8904_cov_0.147757	968
ERR599044	NODE_3227_length_8727_cov_0.256722	1494
ERR599044	NODE_3346_length_8556_cov_0.427693	2565
ERR599044	NODE_3737_length_7982_cov_0.223519	1430
ERR599044	NODE_3738_length_7982_cov_0.120893	824
ERR599044	NODE_3966_length_7687_cov_0.199657	1317
ERR599044	NODE_4052_length_7582_cov_0.232126	1280
ERR599044	NODE_4445_length_7183_cov_0.245906	1089
ERR599044	NODE_4489_length_7133_cov_2.477822	10952
ERR599044	NODE_4560_length_7056_cov_0.664654	3281
ERR599044	NODE_4605_length_7022_cov_0.158746	933
ERR599044	NODE_4614_length_7011_cov_0.251591	1062
ERR599044	NODE_4724_length_6901_cov_0.547192	2531
ERR599044	NODE_4753_length_6870_cov_0.400384	2564
ERR599044	NODE_4778_length_6850_cov_0.167679	997
ERR599044	NODE_4796_length_6834_cov_0.300520	1663
ERR599044	NODE_5066_length_6587_cov_0.219020	1196
ERR599044	NODE_5088_length_6570_cov_0.145727	777
ERR599044	NODE_5143_length_6524_cov_0.170895	880
ERR599044	NODE_5336_length_6385_cov_1.514318	7483
ERR599044	NODE_5347_length_6379_cov_0.581369	2700
ERR599044	NODE_5733_length_6132_cov_0.171391	916
ERR599044	NODE_6210_length_5842_cov_0.672819	2711
ERR599044	NODE_6336_length_5781_cov_0.190954	950
ERR599044	NODE_6446_length_5724_cov_0.518400	1911
ERR599044	NODE_6465_length_5714_cov_0.178985	695
ERR599044	NODE_6725_length_5594_cov_0.356506	1207
ERR599044	NODE_7056_length_5445_cov_0.216611	926
ERR599044	NODE_7152_length_5406_cov_0.095157	402
ERR599044	NODE_7175_length_5395_cov_0.122734	532
ERR599044	NODE_7476_length_5263_cov_0.368900	1395
ERR599044	NODE_7827_length_5134_cov_0.138828	518
ERR599044	NODE_7883_length_5114_cov_0.352144	1128
ERR599044	NODE_7901_length_5105_cov_0.091091	362
ERR599044	NODE_8019_length_5064_cov_1.645519	6509
ERR599044	NODE_8194_length_4995_cov_0.588848	2026
ERR599044	NODE_8335_length_4944_cov_0.270588	955
ERR599044	NODE_8552_length_4877_cov_0.301172	1178
ERR599044	NODE_8751_length_4813_cov_0.171616	687
ERR599044	NODE_8806_length_4793_cov_0.186834	746
ERR599044	NODE_8835_length_4784_cov_0.461259	1504
ERR599044	NODE_8885_length_4766_cov_0.706450	2354
ERR599044	NODE_9054_length_4712_cov_0.089746	320
ERR599044	NODE_9183_length_4669_cov_0.117068	475
ERR599044	NODE_9193_length_4665_cov_0.141481	475
ERR599044	NODE_9322_length_4629_cov_0.253201	1003
ERR599044	NODE_9589_length_4554_cov_0.123681	469
ERR599044	NODE_9651_length_4536_cov_0.142213	483
ERR599044	NODE_9723_length_4515_cov_1.473053	4309
ERR599044	NODE_9750_length_4508_cov_0.224541	849
ERR599044	NODE_10454_length_4323_cov_0.254735	683
ERR599044	NODE_10689_length_4264_cov_0.098920	297
ERR599044	NODE_11259_length_4149_cov_0.102469	373
ERR599044	NODE_11388_length_4129_cov_0.104467	277
ERR599044	NODE_12184_length_3982_cov_0.129539	416
ERR599044	NODE_12255_length_3966_cov_0.342643	835
ERR599044	NODE_12794_length_3870_cov_0.394325	956
ERR599044	NODE_12893_length_3852_cov_0.143086	433
ERR599044	NODE_13279_length_3788_cov_0.248306	815
ERR599044	NODE_13427_length_3765_cov_0.258865	598
ERR599044	NODE_13443_length_3763_cov_0.154749	406
ERR599044	NODE_14697_length_3572_cov_0.104521	287
ERR599044	NODE_14736_length_3566_cov_0.237669	514
ERR599044	NODE_15531_length_3460_cov_0.459090	1417
ERR599044	NODE_15561_length_3457_cov_0.157534	441
ERR599044	NODE_15678_length_3442_cov_0.115465	262
ERR599044	NODE_15807_length_3427_cov_0.123498	243
ERR599044	NODE_16146_length_3383_cov_0.731425	1684
ERR599044	NODE_16305_length_3364_cov_0.133538	351
ERR599044	NODE_16816_length_3303_cov_0.786517	1631
ERR599044	NODE_17375_length_3241_cov_0.117441	325
ERR599044	NODE_18106_length_3164_cov_0.360848	698
ERR599044	NODE_18213_length_3154_cov_0.181342	453
ERR599044	NODE_18842_length_3095_cov_0.492323	995
ERR599044	NODE_19242_length_3058_cov_0.241636	614
ERR599044	NODE_19455_length_3039_cov_0.244898	447
ERR599044	NODE_19805_length_3009_cov_0.219931	486
ERR599044	NODE_20211_length_2975_cov_0.242003	601
ERR599044	NODE_20302_length_2969_cov_0.152613	410
ERR599044	NODE_20418_length_2959_cov_0.304196	536
ERR599044	NODE_21288_length_2891_cov_0.150430	326
ERR599044	NODE_21394_length_2883_cov_0.109914	291
ERR599044	NODE_21530_length_2871_cov_0.102453	203
ERR599044	NODE_22299_length_2812_cov_0.213048	472
ERR599044	NODE_22479_length_2800_cov_0.275824	576
ERR599044	NODE_22722_length_2784_cov_0.232775	392
ERR599044	NODE_24096_length_2692_cov_0.127651	268
ERR599044	NODE_24485_length_2670_cov_0.482303	951
ERR599044	NODE_25514_length_2612_cov_0.518106	937
ERR599044	NODE_25682_length_2603_cov_0.064297	136
ERR599044	NODE_25880_length_2590_cov_0.098354	161
ERR599044	NODE_26034_length_2582_cov_0.113572	250
ERR599044	NODE_26150_length_2575_cov_0.441438	817
ERR599044	NODE_26574_length_2554_cov_0.647251	1125
ERR599044	NODE_26864_length_2539_cov_0.204918	414
ERR599044	NODE_27169_length_2523_cov_0.163779	379
ERR599044	NODE_27174_length_2523_cov_0.122112	219
ERR599044	NODE_27215_length_2521_cov_0.277457	545
ERR599044	NODE_27578_length_2502_cov_1.761548	3370
ERR599044	NODE_27956_length_2485_cov_0.051551	121
ERR599044	NODE_28074_length_2479_cov_0.370588	590
ERR599044	NODE_28084_length_2479_cov_0.063866	125
ERR599044	NODE_28257_length_2470_cov_0.180936	338
ERR599044	NODE_28636_length_2451_cov_0.109269	157
ERR599044	NODE_28704_length_2447_cov_0.130750	261
ERR599044	NODE_29117_length_2427_cov_0.223797	407
ERR599044	NODE_29493_length_2410_cov_0.378624	640
ERR599044	NODE_29818_length_2395_cov_0.446864	883
ERR599044	NODE_31520_length_2323_cov_0.301259	583
ERR599044	NODE_32113_length_2300_cov_0.089050	167
ERR599044	NODE_32554_length_2281_cov_0.218607	449
ERR599044	NODE_32744_length_2273_cov_0.155934	232
ERR599044	NODE_33618_length_2242_cov_0.135324	177
ERR599044	NODE_34712_length_2201_cov_0.338725	637
ERR599044	NODE_34917_length_2194_cov_0.284964	476
ERR599044	NODE_35247_length_2183_cov_0.080614	142
ERR599044	NODE_35347_length_2179_cov_0.150481	198
ERR599044	NODE_35412_length_2177_cov_0.135226	211
ERR599044	NODE_35737_length_2167_cov_0.116054	211
ERR599044	NODE_35990_length_2158_cov_0.312288	546
ERR599044	NODE_39516_length_2044_cov_0.223650	396
ERR599044	NODE_39555_length_2043_cov_0.573560	841
ERR599044	NODE_40288_length_2023_cov_0.115904	192
ERR599044	NODE_40491_length_2018_cov_0.095362	131
ERR599044	NODE_41178_length_1998_cov_0.274882	357
ERR599044	NODE_41216_length_1997_cov_0.223393	374
ERR599044	NODE_41712_length_1984_cov_0.089125	169
ERR599044	NODE_41887_length_1979_cov_0.106915	156
ERR599044	NODE_41915_length_1978_cov_0.575838	670
ERR599044	NODE_42133_length_1972_cov_0.201815	320
ERR599044	NODE_42541_length_1961_cov_0.092911	147
ERR599044	NODE_43883_length_1929_cov_0.293443	450
ERR599044	NODE_44072_length_1925_cov_0.089814	98
ERR599044	NODE_44877_length_1906_cov_0.122302	202
ERR599044	NODE_45894_length_1882_cov_0.234997	280
ERR599044	NODE_46354_length_1872_cov_0.233503	369
ERR599044	NODE_47200_length_1853_cov_0.189852	288
ERR599044	NODE_47799_length_1840_cov_0.234348	351
ERR599044	NODE_47884_length_1839_cov_0.059195	88
ERR599044	NODE_48481_length_1825_cov_0.085747	148
ERR599044	NODE_49097_length_1812_cov_0.092236	146
ERR599044	NODE_49446_length_1805_cov_0.104924	141
ERR599044	NODE_49593_length_1802_cov_0.128597	170
ERR599044	NODE_52008_length_1756_cov_0.268558	360
ERR599044	NODE_52574_length_1746_cov_0.132362	189
ERR599044	NODE_52604_length_1746_cov_0.059502	83
ERR599044	NODE_53572_length_1729_cov_0.115337	152
ERR599044	NODE_53644_length_1728_cov_0.079804	111
ERR599044	NODE_53956_length_1722_cov_0.174368	187
ERR599044	NODE_54264_length_1716_cov_0.138528	182
ERR599044	NODE_55675_length_1692_cov_0.078468	91
ERR599044	NODE_55782_length_1690_cov_0.089881	118
ERR599044	NODE_55814_length_1689_cov_0.288679	400
ERR599044	NODE_56399_length_1679_cov_0.084810	113
ERR599044	NODE_56672_length_1674_cov_0.114286	138
ERR599044	NODE_57392_length_1662_cov_0.080614	142
ERR599044	NODE_57699_length_1657_cov_0.100128	124
ERR599044	NODE_58882_length_1638_cov_0.152047	199
ERR599044	NODE_59429_length_1629_cov_0.205229	322
ERR599044	NODE_60506_length_1612_cov_0.298744	423
ERR599044	NODE_60892_length_1606_cov_0.238885	335
ERR599044	NODE_61145_length_1602_cov_0.199601	251
ERR599044	NODE_61573_length_1596_cov_0.071476	90
ERR599044	NODE_63461_length_1568_cov_0.555480	644
ERR599044	NODE_64895_length_1548_cov_0.086957	103
ERR599044	NODE_65428_length_1540_cov_0.185288	245
ERR599044	NODE_66131_length_1531_cov_0.076816	79
ERR599044	NODE_67056_length_1518_cov_0.196617	218
ERR599044	NODE_67613_length_1511_cov_0.074363	88
ERR599044	NODE_67955_length_1507_cov_0.075284	92
ERR599044	NODE_69222_length_1492_cov_0.054559	89
ERR599044	NODE_69541_length_1487_cov_0.380403	505
ERR599044	NODE_69826_length_1484_cov_0.108303	122
ERR599044	NODE_70041_length_1481_cov_0.123734	152
ERR599044	NODE_71849_length_1460_cov_0.272594	312
ERR599044	NODE_72690_length_1451_cov_0.196746	209
ERR599044	NODE_73286_length_1444_cov_0.579926	589
ERR599044	NODE_74042_length_1436_cov_0.109948	110
ERR599044	NODE_74197_length_1434_cov_0.243446	191
ERR599044	NODE_74809_length_1427_cov_0.112199	84
ERR599044	NODE_75449_length_1420_cov_0.343679	283
ERR599044	NODE_75774_length_1417_cov_0.098634	100
ERR599044	NODE_76324_length_1411_cov_0.198933	244
ERR599044	NODE_76631_length_1408_cov_0.145149	180
ERR599044	NODE_77105_length_1403_cov_0.263804	267
ERR599044	NODE_79070_length_1384_cov_0.110506	122
ERR599044	NODE_79420_length_1381_cov_0.056942	85
ERR599044	NODE_79694_length_1378_cov_0.129007	115
ERR599044	NODE_79932_length_1376_cov_0.094753	140
ERR599044	NODE_83000_length_1347_cov_0.342147	278
ERR599044	NODE_84506_length_1333_cov_0.051864	60
ERR599044	NODE_84919_length_1329_cov_0.068293	73
ERR599044	NODE_85897_length_1320_cov_0.309582	300
ERR599044	NODE_86124_length_1318_cov_0.193601	140
ERR599044	NODE_86451_length_1315_cov_0.303454	322
ERR599044	NODE_87581_length_1306_cov_0.235294	170
ERR599044	NODE_87741_length_1305_cov_0.161692	146
ERR599044	NODE_87970_length_1303_cov_0.192691	151
ERR599044	NODE_89218_length_1293_cov_0.097990	90
ERR599044	NODE_91485_length_1275_cov_0.149660	146
ERR599044	NODE_91624_length_1274_cov_0.096170	75
ERR599044	NODE_92175_length_1270_cov_0.079419	57
ERR599044	NODE_92527_length_1267_cov_0.156678	165
ERR599044	NODE_94245_length_1255_cov_0.068339	72
ERR599044	NODE_94951_length_1249_cov_0.346087	274
ERR599044	NODE_96420_length_1238_cov_0.108867	72
ERR599044	NODE_98269_length_1224_cov_0.509333	403
ERR599044	NODE_98745_length_1221_cov_0.113191	101
ERR599044	NODE_99064_length_1219_cov_0.108929	83
ERR599044	NODE_100756_length_1207_cov_0.211191	203
ERR599044	NODE_103331_length_1190_cov_0.309808	294
ERR599044	NODE_103685_length_1188_cov_0.113866	89
ERR599044	NODE_104460_length_1183_cov_0.064576	63
ERR599044	NODE_104990_length_1179_cov_0.355556	383
ERR599044	NODE_106801_length_1168_cov_0.059869	60
ERR599044	NODE_108324_length_1158_cov_0.126534	103
ERR599044	NODE_108366_length_1158_cov_0.078376	69
ERR599044	NODE_108548_length_1157_cov_0.070888	60
ERR599044	NODE_110034_length_1148_cov_0.214490	194
ERR599044	NODE_110404_length_1146_cov_0.230181	203
ERR599044	NODE_112931_length_1131_cov_0.696705	503
ERR599044	NODE_112946_length_1131_cov_0.312984	234
ERR599044	NODE_114643_length_1121_cov_56.890411	38377
ERR599044	NODE_114782_length_1121_cov_0.048924	46
ERR599044	NODE_114899_length_1120_cov_0.087169	71
ERR599044	NODE_115443_length_1117_cov_0.098232	85
ERR599044	NODE_116988_length_1108_cov_0.472745	552
ERR599044	NODE_119479_length_1095_cov_0.141566	114
ERR599044	NODE_119822_length_1093_cov_0.286720	210
ERR599044	NODE_121834_length_1083_cov_0.147358	176
ERR599044	NODE_124659_length_1069_cov_0.053608	51
ERR599044	NODE_125130_length_1066_cov_0.496381	410
ERR599044	NODE_125233_length_1066_cov_0.075491	61
ERR599044	NODE_127380_length_1055_cov_0.256276	227
ERR599044	NODE_129431_length_1046_cov_0.057022	51
ERR599044	NODE_130382_length_1041_cov_0.255839	208
ERR599044	NODE_130491_length_1041_cov_0.067941	42
ERR599044	NODE_130544_length_1041_cov_0.046709	53
ERR599044	NODE_131086_length_1038_cov_0.102236	90
ERR599044	NODE_131268_length_1037_cov_0.189765	149
ERR599044	NODE_132433_length_1032_cov_0.158628	167
ERR599044	NODE_133203_length_1029_cov_0.055914	38
ERR599044	NODE_134185_length_1024_cov_0.850811	1597
ERR599044	NODE_136013_length_1017_cov_0.038126	44
ERR599044	NODE_137306_length_1011_cov_0.133772	110
ERR599044	NODE_137310_length_1011_cov_0.126096	85
ERR599044	NODE_138632_length_1006_cov_0.069460	41
ERR599044	NODE_138743_length_1005_cov_1.054084	1156
ERR599044	NODE_138789_length_1005_cov_0.205298	146
ERR599044	NODE_138797_length_1005_cov_0.178808	126
ERR599044	NODE_139053_length_1004_cov_0.272928	173
ERR599044	NODE_140001_length_1000_cov_0.224195	211
ERR599051	NODE_2_length_128020_cov_0.336059	26936
ERR599051	NODE_367_length_20545_cov_0.351462	4681
ERR599051	NODE_555_length_16813_cov_0.466675	5424
ERR599051	NODE_572_length_16593_cov_0.190251	1854
ERR599051	NODE_1061_length_12177_cov_0.135536	1320
ERR599051	NODE_2360_length_7849_cov_0.367484	1559
ERR599051	NODE_3069_length_6709_cov_0.184115	714
ERR599051	NODE_3213_length_6510_cov_0.175012	715
ERR599051	NODE_7565_length_3976_cov_0.121228	341
ERR599051	NODE_8785_length_3651_cov_0.176239	395
ERR599051	NODE_12167_length_3014_cov_0.115952	233
ERR599051	NODE_13085_length_2888_cov_0.140194	224
ERR599051	NODE_17690_length_2411_cov_0.267301	360
ERR599051	NODE_22392_length_2102_cov_0.097354	158
ERR599051	NODE_26002_length_1923_cov_0.291667	316
ERR599051	NODE_27516_length_1860_cov_0.443498	477
ERR599051	NODE_45518_length_1379_cov_0.058594	46
ERR599051	NODE_48308_length_1330_cov_1.601950	1164
ERR599051	NODE_49437_length_1312_cov_0.075021	54
ERR599051	NODE_56688_length_1208_cov_0.082958	65
ERR599051	NODE_65513_length_1105_cov_0.100398	70
ERR599051	NODE_67927_length_1081_cov_0.090631	51
ERR598947	NODE_164_length_26245_cov_0.164499	2688
ERR598947	NODE_175_length_25613_cov_0.164811	2565
